common_name,scientific_name,Wet Paddy fields,Open Areas,"Groves,Gardens and Plantations",Habitation,Dry Grassland,Hill Grassland,Wet Grassland,High Altitude Grassland,Reeds,Dry Deciduous,Hill Shrubland,Thorny Scrub,Rocky Scrub,Tropical Rainforest,Bamboo Forest,Shola Forest,Moist Deciduous,Subtropical Montane Forest,Mixed Forest,Oak Forest,Coniferous Forest,Forest Swamp,Short Grass Marshes,High Shrubbery,High Alpine,Inland Water,Inland Mudflats,Coastal Mudflats,Beaches,Pelagic Waters,Hot Desert,Semi-Desert,Cold Desert,Mangrove Swamps,Salt Pans,Lagoons,Rivers,High Altitude Lakes,Brackish Backwaters
Ashy Drongo,Dicrurus leucophaeus,,,1,,,,,,,1,,,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,
White-bellied Drongo,Dicrurus caerulescens,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Crow-billed Drongo,Dicrurus annectens,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Bronzed Drongo,Dicrurus aeneus,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
Lesser Racket-tailed Drongo,Dicrurus remifer,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Hair-crested Drongo,Dicrurus hottentottus,,,1,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Andaman Drongo,Dicrurus andamanensis,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Racket-tailed Drongo,Dicrurus paradiseus,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
White-browed Fantail,Rhipidura aureola,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spot-breasted Fantail,Rhipidura albogularis,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
White-throated Fantail,Rhipidura albicollis,,,1,,,,,,,1,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,
Brown Shrike,Lanius cristatus,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Red-backed Shrike,Lanius collurio,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Red-tailed Shrike,Lanius phoenicuroides,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Isabelline Shrike,Lanius isabellinus,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Burmese Shrike,Lanius collurioides,,1,,,,1,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,
Bay-backed Shrike,Lanius vittatus,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long-tailed Shrike,Lanius schach,,1,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
Gray-backed Shrike,Lanius tephronotus,,1,1,,,1,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,
Lesser Gray Shrike,Lanius minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Gray Shrike,Lanius excubitor,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Woodchat Shrike,Lanius senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masked Shrike,Lanius nubicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufous Treepie,Dendrocitta vagabunda,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Gray Treepie,Dendrocitta formosae,,,,,,,,,,,,,,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,
White-bellied Treepie,Dendrocitta leucogastra,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
Collared Treepie,Dendrocitta frontalis,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
Andaman Treepie,Dendrocitta bayleii,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Red-billed Chough,Pyrrhocorax pyrrhocorax,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,
Yellow-billed Chough,Pyrrhocorax graculus,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,
Yellow-billed Blue-Magpie,Urocissa flavirostris,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Red-billed Blue-Magpie,Urocissa erythroryncha,,,1,1,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,
Common Green-Magpie,Cissa chinensis,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
Eurasian Jay,Garrulus glandarius,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Black-headed Jay,Garrulus lanceolatus,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Eurasian Magpie,Pica pica,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Eurasian Nutcracker,Nucifraga caryocatactes,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Kashmir Nutcracker,Nucifraga multipunctata,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Eurasian Jackdaw,Corvus monedula,,1,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,
Rook,Corvus frugilegus,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Raven,Corvus corax,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,
Carrion Crow,Corvus corone,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,
Hooded Crow,Corvus cornix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House Crow,Corvus splendens,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Large-billed Crow,Corvus macrorhynchos,,,1,1,,,,,,1,,,,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,
Pied Crow,Corvus albus,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-naped Monarch,Hypothymis azurea,,,1,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
Amur Paradise-Flycatcher,Terpsiphone incei,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
Blyth's Paradise-Flycatcher,Terpsiphone affinis,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
Indian Paradise-Flycatcher,Terpsiphone paradisi,,,1,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
Yellow-bellied Flowerpecker,Dicaeum melanoxanthum,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
Yellow-vented Flowerpecker,Dicaeum chrysorrheum,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Thick-billed Flowerpecker,Dicaeum agile,,,1,1,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Pale-billed Flowerpecker,Dicaeum erythrorhynchos,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,
Nilgiri Flowerpecker,Dicaeum concolor,,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Plain Flowerpecker,Dicaeum minullum,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Andaman Flowerpecker,Dicaeum virescens,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Scarlet-backed Flowerpecker,Dicaeum cruentatum,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Fire-breasted Flowerpecker,Dicaeum ignipectus,,,1,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
Little Spiderhunter,Arachnothera longirostra,,,1,,,,,,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,1,,,,,
Streaked Spiderhunter,Arachnothera magna,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Ruby-cheeked Sunbird,Chalcoparia singalensis,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,
Purple-rumped Sunbird,Leptocoma zeylonica,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Crimson-backed Sunbird,Leptocoma minima,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
Van Hasselt's Sunbird,Leptocoma brasiliana,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
Purple Sunbird,Cinnyris asiaticus,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olive-backed Sunbird,Cinnyris jugularis,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,
Long-billed Sunbird,Cinnyris lotenius,,,1,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Fire-tailed Sunbird,Aethopyga ignicauda,,,,,,,,,,1,,,,,,,1,,1,1,1,,,1,,,,,,,,,,,,,,,
Black-throated Sunbird,Aethopyga saturata,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
Green-tailed Sunbird,Aethopyga nipalensis,,,1,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
Gould's Sunbird,Aethopyga gouldiae,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
Vigors's Sunbird,Aethopyga vigorsii,,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Crimson Sunbird,Aethopyga siparaja,,,1,1,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,
Asian Fairy-bluebird,Irena puella,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Golden-fronted Leafbird,Chloropsis aurifrons,,,1,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Jerdon's Leafbird,Chloropsis jerdoni,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Orange-bellied Leafbird,Chloropsis hardwickii,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Blue-winged Leafbird,Chloropsis cochinchinensis,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Himalayan Accentor,Prunella himalayana,,1,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Alpine Accentor,Prunella collaris,,1,,,,,,,,,1,,,,,,,,1,,1,,,,1,,,,,,,,1,,,,,,
Maroon-backed Accentor,Prunella immaculata,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Robin Accentor,Prunella rubeculoides,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,
Rufous-breasted Accentor,Prunella strophiata,,,1,,,1,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Brown Accentor,Prunella fulvescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Black-throated Accentor,Prunella atrogularis,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Bengal Weaver,Ploceus benghalensis,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streaked Weaver,Ploceus manyar,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baya Weaver,Ploceus philippinus,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow Weaver,Ploceus megarhynchus,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Avadavat,Amandava amandava,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Avadavat,Sporaeginthus formosus,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Silverbill,Euodice malabarica,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
White-rumped Munia,Lonchura striata,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaly-breasted Munia,Lonchura punctulata,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-throated Munia,Lonchura kelaarti,,1,1,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
Tricolored Munia,Lonchura malacca,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut Munia,Lonchura atricapilla,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House Sparrow,Passer domesticus,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spanish Sparrow,Passer hispaniolensis,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sind Sparrow,Passer pyrrhonotus,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Russet Sparrow,Passer cinnamomeus,,1,1,1,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Eurasian Tree Sparrow,Passer montanus,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pale Rockfinch,Carpospiza brachydactyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Sparrow,Petronia petronia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut-shouldered Petronia,Gymnornis xanthocollis,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Black-winged Snowfinch,Montifringilla adamsi,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
White-rumped Snowfinch,Montifringilla taczanowskii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Rufous-necked Snowfinch,Montifringilla ruficollis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Blanford's Snowfinch,Montifringilla blanfordi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Forest Wagtail,Dendronanthus indicus,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,
Tree Pipit,Anthus trivialis,,1,1,,1,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Olive-backed Pipit,Anthus hodgsoni,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Red-throated Pipit,Anthus cervinus,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Rosy Pipit,Anthus roseatus,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,1,
American Pipit,Anthus rubescens,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,
Water Pipit,Anthus spinoletta,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,
Upland Pipit,Anthus sylvanus,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Nilgiri Pipit,Anthus nilghiriensis,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard's Pipit,Anthus richardi,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Paddyfield Pipit,Anthus rufulus,1,1,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
Blyth's Pipit,Anthus godlewskii,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Tawny Pipit,Anthus campestris,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Long-billed Pipit,Anthus similis,,1,,,1,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Yellow Wagtail,Motacilla flava,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Gray Wagtail,Motacilla cinerea,,,,1,,,,,,,,,,1,,1,,,,,,1,1,,,1,,,,,,,,,,,1,,
Citrine Wagtail,Motacilla citreola,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,1,
Eastern Yellow Wagtail,Motacilla tschutschensis,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
White-browed Wagtail,Motacilla maderaspatensis,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
White Wagtail,Motacilla alba,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,
Common Chaffinch,Fringilla coelebs,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Brambling,Fringilla montifringilla,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Black-and-yellow Grosbeak,Mycerobas icterioides,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Collared Grosbeak,Mycerobas affinis,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Spot-winged Grosbeak,Mycerobas melanozanthos,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
White-winged Grosbeak,Mycerobas carnipes,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Hawfinch,Coccothraustes coccothraustes,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Common Rosefinch,Carpodacus erythrinus,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarlet Finch,Carpodacus sipahi,,,,,,,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,
Sillem's Rosefinch,Carpodacus sillemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streaked Rosefinch,Carpodacus rubicilloides,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,
Great Rosefinch,Carpodacus rubicilla,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,
Red-fronted Rosefinch,Carpodacus puniceus,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,
Crimson-browed Finch,Carpodacus subhimachalus,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,
Himalayan White-browed Rosefinch,Carpodacus thura,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Chinese White-browed Rosefinch,Carpodacus dubius,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Blyth's Rosefinch,Carpodacus grandis,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pink-rumped Rosefinch,Carpodacus waltoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark-rumped Rosefinch,Carpodacus edwardsii,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,
Pink-browed Rosefinch,Carpodacus rodochroa,,1,,,,1,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Spot-winged Rosefinch,Carpodacus rodopeplus,,,,,,,,,,,1,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,
Vinaceous Rosefinch,Carpodacus vinaceus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pale Rosefinch,Carpodacus stoliczkae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Brown Bullfinch,Pyrrhula nipalensis,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Orange Bullfinch,Pyrrhula aurantiaca,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Red-headed Bullfinch,Pyrrhula erythrocephala,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,
Gray-headed Bullfinch,Pyrrhula erythaca,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Crimson-winged Finch,Rhodopechys sanguineus,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Trumpeter Finch,Bucanetes githagineus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
Mongolian Finch,Bucanetes mongolicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Blanford's Rosefinch,Agraphospiza rubescens,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Spectacled Finch,Callacanthis burtoni,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Gold-naped Finch,Pyrrhoplectes epauletta,,,,,,,,,,,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,
Dark-breasted Rosefinch,Procarduelis nipalensis,,,,,,,,,,,1,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,
Plain Mountain-Finch,Leucosticte nemoricola,,1,1,,,,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,,1,,,,,,
Black-headed Mountain-Finch,Leucosticte brandti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Desert Finch,Rhodospiza obsoleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
Yellow-breasted Greenfinch,Chloris spinoides,,1,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Black-headed Greenfinch,Chloris ambigua,,1,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Twite,Linaria flavirostris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Eurasian Linnet,Linaria cannabina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Crossbill,Loxia curvirostra,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
European Goldfinch,Carduelis carduelis,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Fire-fronted Serin,Serinus pusillus,,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Tibetan Serin,Spinus thibetanus,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Eurasian Siskin,Spinus spinus,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Crested Bunting,Emberiza lathami,,1,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Black-headed Bunting,Emberiza melanocephala,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red-headed Bunting,Emberiza bruniceps,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut-eared Bunting,Emberiza fucata,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Bunting,Emberiza cia,,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
Godlewski's Bunting,Emberiza godlewskii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray-necked Bunting,Emberiza buchanani,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ortolan Bunting,Emberiza hortulana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chestnut-breasted Bunting,Emberiza stewarti,,1,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
Yellowhammer,Emberiza citrinella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Bunting,Emberiza leucocephalos,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Striolated Bunting,Emberiza striolata,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Reed Bunting,Emberiza schoeniclus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-breasted Bunting,Emberiza aureola,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-faced Bunting,Emberiza spodocephala,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Chestnut Bunting,Emberiza rutila,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-browed Bunting,Emberiza chrysophrys,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Tristram's Bunting,Emberiza tristrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Bunting,Emberiza pusilla,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,,,1,,,,,,,,,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
Fire-capped Tit,Cephalopyrus flammiceps,,,,,,,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,
Yellow-browed Tit,Sylviparus modestus,,,1,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Sultan Tit,Melanochlora sultanea,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Coal Tit,Periparus ater,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Black-breasted Tit,Periparus rufonuchalis,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Rufous-vented Tit,Periparus rubidiventris,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,
Gray-crested Tit,Lophophanes dichrous,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Azure Tit,Cyanistes cyanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ground Tit,Pseudopodoces humilis,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Green-backed Tit,Parus monticolus,,,1,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
Cinereous Tit,Parus cinereus,,,1,1,,,,,,1,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,
White-naped Tit,Machlolophus nuchalis,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himalayan Black-lored Tit,Machlolophus xanthogenys,,,1,,,,,,,1,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,
Indian Yellow Tit,Machlolophus aplonotus,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
Yellow-cheeked Tit,Machlolophus spilonotus,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,
White-crowned Penduline-Tit,Remiz coronatus,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
